udp_arrival_to_queue_ns,queue_duration_ns,worker_processing_ns
125,1125,28000
166,9625,27417
125,792,25917
42,458,28750
83,209,30292
83,417,27542
84,458,27750
83,4042,27875
83,1750,68875
125,417,88083
84,7708,31625
83,3167,32875
83,458,27708
375,583,27625
83,417,25875
209,1583,31000
42,583,28875
83,584,28833
83,959,29667
83,584,28625
84,416,27375
42,417,28334
84,458,27208
42,458,26625
83,292,27708
83,458,65584
292,792,27792
125,542,28542
83,2334,29500
84,583,28500
83,875,27458
83,292,26708
83,292,29458
84,791,27334
83,4125,26667
84,208,28000
83,208,28208
83,458,86000
83,1209,69792
375,1084,27458
292,3333,25833
84,3291,31083
41,3084,29291
125,5500,67875
209,2250,57792
125,12667,47250
84,708,30542
83,459,27584
42,667,27791
84,1375,27875
583,833,26333
83,1167,27458
167,1042,26875
41,834,27916
83,625,26875
83,1709,27666
84,625,49750
41,1917,28666
84,4541,26709
84,541,27875
41,459,27167
83,667,27208
41,542,26875
42,667,28083
42,542,27083
83,25042,28458
41,4375,39625
42,1333,49208
167,9750,27666
584,16875,30209
709,7333,57917
84,14916,120125
167,11833,144041
125,6916,86084
42,3041,28250
41,11917,57542
83,5459,29834
166,2167,101375
42,14583,87416
84,2750,27500
84,2333,59208
41,834,31584
83,375,28958
542,791,31208
83,708,29542
83,708,30292
84,333,28958
83,5042,27750
42,250,27458
42,375,28792
83,209,27875
42,416,35833
41,3375,27417
41,4334,30542
41,500,31250
167,9917,69000
84,1125,67125
83,30542,34708
125,26500,34584
83,5458,139709
167,28625,36375
125,16834,37833
166,9250,38542
125,13084,119833
167,11166,98084
209,1541,29625
41,584,27459
83,1042,28250
42,417,57083
41,4167,32250
42,500,28125
84,333,27042
42,291,27209
83,625,27250
84,1375,28083
83,1459,27250
83,1333,26458
83,1500,26708
84,1291,28125
0,4958,25375
83,792,27666
41,334,27583
125,1666,26708
84,1333,28292
83,333,27708
125,1750,26333
83,292,27875
83,4417,27792
42,875,27459
83,250,77125
84,791,55125
375,1458,30166
167,4083,29042
42,458,29834
166,2917,27875
42,208,26500
42,4333,27917
83,1250,27083
83,4375,70833
84,1250,58084
83,14917,40917
250,3125,51208
209,1041,29667
167,625,27833
42,2083,27792
83,1125,27334
84,458,26042
208,1000,28292
125,375,29834
42,5833,26375
41,3375,29500
83,709,25875
83,1000,80084
84,1750,76375
41,2500,92875
208,35292,41959
375,23458,35333
250,625,27750
41,625,27750
84,708,26416
167,750,29000
84,375,27000
125,583,27375
84,291,28458
125,333,26666
42,417,27417
125,500,29833
84,333,27000
83,334,26375
84,416,43250
334,1250,28959
667,1333,43000
83,3125,31375
83,2875,29250
83,833,28000
125,1167,29666
42,1042,31625
42,1833,35625
41,1167,35542
41,3042,30750
125,750,52125
42,792,35209
42,2333,62792
208,3584,28625
209,1541,34625
83,6250,39708
42,1542,88417
41,1042,39500
42,2875,40041
83,3500,107292
42,45833,58250
416,64959,27917
167,2916,238208
83,50584,201542
42,31625,27625
83,3417,25625
375,5250,29792
41,4834,26500
41,2042,53541
791,2459,31792
542,625,65708
166,1084,107667
42,6583,27708
291,875,27459
42,3875,26833
125,916,27500
291,625,26167
42,1208,28042
83,1667,27083
209,583,28000
84,291,39625
166,959,27208
125,1666,29584
83,1208,34209
42,3125,28750
125,375,28583
42,542,25833
42,708,25750
42,458,26875
83,2084,30291
42,3458,27083
42,958,26208
750,709,31959
1209,916,47792
83,14209,28584
42,292,31708
125,292,27292
84,1916,26792
41,625,26750
125,750,26958
83,1917,27291
83,708,26167
83,3833,26292
41,500,26084
83,3917,28209
83,500,27958
83,1125,29333
42,1792,28250
83,7500,31292
42,6167,29917
41,250,27333
42,250,27208
83,458,28000
84,166,29083
125,625,28083
42,333,27667
84,750,100500
83,375,90416
84,791,28167
42,1666,29417
42,1250,26666
250,792,27375
84,1541,26750
42,10583,29125
125,3125,31916
83,417,29041
83,1750,28792
42,583,26083
125,250,27584
42,2041,29333
83,834,47375
83,47334,27209
83,55959,27667
83,834,27542
83,875,29458
42,3416,29167
84,3291,27417
84,15875,43625
166,2209,33917
42,12292,101625
125,30750,33125
167,10292,39750
292,8667,33875
125,24833,119208
83,1417,28209
41,500,29084
84,333,75291
83,2083,40750
42,1875,86166
125,834,28708
84,1000,27167
41,584,27584
42,542,29208
42,1375,26625
42,2542,29125
125,1250,29000
125,1250,27083
375,625,42583
42,875,27500
42,541,28042
125,583,26875
41,667,26791
83,750,28333
41,5250,28792
84,3500,30500
500,666,25917
83,584,28667
83,1250,27750
83,917,27916
83,209,27291
250,1166,27875
42,2625,50333
42,500,26541
41,250,28792
83,1833,30167
42,1041,28417
83,583,27792
41,542,28708
84,1583,29208
83,334,27292
83,542,28625
84,1333,27166
125,583,27375
83,542,27042
125,7625,41167
41,709,27416
42,5833,27708
625,958,25917
41,917,36750
625,667,30583
166,750,47417
500,750,28750
125,12541,27917
41,2250,37292
250,1375,64375
41,500,27334
125,1125,28167
83,583,28917
41,2125,28042
83,959,31916
83,917,26333
125,334,27959
83,250,26834
41,417,27458
83,417,27542
42,3416,28125
42,333,27416
83,209,26208
42,375,43416
125,1084,28584
84,666,27833
42,333,32958
42,625,28375
42,500,27791
41,292,27125
42,875,27958
84,333,27875
83,667,28792
83,292,27417
125,542,26167
83,500,26750
42,250,26875
125,375,27583
291,6917,26750
41,1709,31834
167,666,43542
1000,3666,31792
42,1625,30916
83,292,28125
41,667,28708
83,2958,27417
41,500,27042
83,417,28834
41,1167,30833
42,625,26625
666,1042,29792
42,1250,29000
83,1000,30292
41,2459,31416
42,3250,28375
125,542,29500
83,375,30625
42,958,32542
42,4375,33125
41,2584,34375
125,333,34250
42,2542,49500
125,1917,87083
208,958,27083
166,5000,27834
42,3125,28250
125,2916,29792
83,1417,28959
41,375,28167
84,250,27333
83,292,26708
84,333,28583
83,292,27292
42,583,28667
84,1375,26958
125,833,50791
84,1125,28750
84,1500,27084
83,7917,26708
42,500,30250
83,542,27917
41,667,27541
42,333,28750
42,292,27584
83,375,27000
83,792,27125
42,2625,48958
42,500,77250
42,34208,54000
833,10250,29208
958,217958,30084
459,7791,183083
875,9959,354292
291,89959,29959
708,1417,31458
833,14833,29458
1333,81583,31500
667,14750,26500
83,4667,31000
583,38542,30583
458,92834,27208
459,14458,27750
1041,2709,32125
42,2083,30625
41,1125,32375
42,1750,95417
83,2334,28417
125,13792,31625
83,31333,30167
84,49958,25833
41,50042,75375
583,3208,64334
83,3792,30708
625,3542,59583
9583,4500,53583
1583,1750,76667
208,7292,72667
42,6458,69750
41,875,74750
333,833,122250
166,2167,122166
375,38042,81792
41,2625,324084
167,52500,168458
417,132791,66042
375,165709,78667
166,41625,344584
459,156375,144584
333,100125,35375
1250,61917,253958
791,69792,102916
375,27000,31917
125,54250,31000
125,5709,62334
166,12834,74334
333,14667,196875
375,6459,31500
125,7667,74584
333,667,60791
83,3792,33292
291,5625,176333
708,18000,52625
458,7292,114166
83,4792,89958
250,18083,55458
500,10000,28833
500,708,28666
166,917,30875
166,917,27458
42,2708,31167
84,7666,64542
42,2416,36875
500,750,85958
42,16416,95792
208,1417,33583
84,1458,29291
41,1292,28208
42,625,27500
458,1167,29000
83,833,58792
41,2709,31417
84,1708,31875
83,708,35000
42,625,86833
42,3000,30917
41,2750,36333
500,791,35500
209,3250,62958
83,1458,26542
41,542,29833
125,958,30500
83,1584,29750
42,667,28166
42,542,26917
42,208,28458
83,1083,30042
42,1041,28708
84,6791,28542
42,1500,28459
42,250,27250
166,209,37959
250,1125,25750
42,375,27542
42,2125,30708
83,417,28500
42,1167,56833
250,375,45417
583,708,26917
166,875,27292
83,3375,27458
84,250,28166
84,833,27917
125,1000,37542
917,833,40416
167,500,27666
83,1959,29000
42,2500,50583
41,3875,28583
83,709,27708
84,291,30583
42,625,79500
83,792,58791
166,11084,29292
42,2000,31000
83,1708,28792
83,208,27458
125,417,28416
500,3708,28958
83,2584,25916
83,1417,35709
167,583,29875
250,250,33041
83,584,27666
41,417,30041
83,3375,27166
83,1000,65167
125,25958,40166
42,1167,70291
41,23459,30333
42,13375,29750
125,1666,27625
83,709,25792
83,584,27375
125,1750,30125
42,250,29167
125,291,27583
42,333,27167
83,250,28666
83,1792,27583
42,250,26625
42,333,26667
42,1250,27459
83,375,62083
83,11208,35042
42,2542,28334
42,833,26833
83,1833,29250
42,583,28834
42,666,27000
42,208,29708
83,667,27666
41,334,27208
83,209,28125
42,292,79166
42,750,87834
41,7542,37958
84,2208,23958
1083,2542,29125
42,2333,27709
41,4875,33709
209,9125,55375
167,5583,30250
209,1916,30417
125,6084,30709
583,7917,42291
42,4125,123667
84,80875,50958
125,4750,263500
42,94292,36375
42,106291,72625
291,709,28875
42,2667,26916
83,1875,29125
42,458,31666
83,1042,27708
84,333,29458
42,333,28875
83,167,27875
125,167,27459
42,708,30750
83,4750,27875
83,459,27584
83,250,28709
84,1083,27208
84,2208,27833
83,1000,28500
42,2250,31583
41,750,30625
83,500,27958
83,292,27000
42,375,29000
41,334,28333
41,417,82083
42,458,58000
83,18250,29917
458,709,29000
167,791,27667
42,917,27125
83,1292,27667
83,417,27417
209,541,26000
125,1166,28584
42,625,77792
375,3333,80875
125,15417,27542
83,22042,31042
125,17792,102875
541,792,60750
125,1792,26750
208,917,28875
41,3209,29208
83,2917,71166
709,5833,33000
375,22167,33875
166,3584,30125
42,4791,88667
125,2958,87250
42,24916,28875
41,8917,192750
41,6917,72416
42,53833,32417
83,42792,79125
292,1042,29416
417,1375,27625
42,416,30625
42,375,28917
84,166,28209
83,333,27834
83,250,29209
83,292,27417
42,333,27083
84,291,26458
84,291,26500
42,833,59250
417,11250,19250
166,709,27209
84,958,28500
42,3583,29167
83,2792,28916
42,208,28417
84,791,27834
41,292,29250
83,333,28167
83,500,28208
83,250,27917
83,625,28334
42,583,27708
41,542,28375
416,9875,28500
41,2917,27125
125,458,27667
417,1583,27042
42,13917,30500
42,750,29250
83,500,31000
42,458,79375
42,375,55917
84,22541,35500
42,6666,31083
83,333,29667
84,291,27417
125,2000,26750
83,2292,28208
42,2875,27542
41,750,57125
125,1083,36500
41,667,30791
41,417,28292
42,458,27625
83,459,28459
83,292,27833
84,208,28166
84,250,27834
84,458,28708
875,7000,28541
125,8750,39708
125,3583,48459
84,3083,35792
42,3125,70000
83,1417,55000
83,6584,29958
458,625,27750
84,1500,28792
42,1750,38375
42,2458,29292
83,1208,28209
125,1667,27667
292,875,27125
167,2833,26709
42,416,34792
250,1333,84042
167,666,64375
41,2834,31750
583,1250,30250
417,917,33083
83,750,34000
42,2792,56041
41,250,28958
41,1125,27334
292,917,36834
208,917,28625
42,4333,82583
125,917,28208
250,3583,58500
125,15792,36000
42,11958,29916
125,750,29292
292,2792,28750
84,2083,52166
42,500,42417
41,1042,30458
83,2667,77041
791,1709,27458
250,2458,27875
42,1000,27583
41,500,27875
41,375,28708
42,416,28667
84,333,28458
83,417,28041
83,1375,31458
84,916,29333
83,417,26917
83,667,28209
83,458,28209
83,625,43125
667,10333,27708
3375,1375,28959
1041,1292,32291
125,3750,28875
42,2458,30458
83,2333,29042
84,291,28417
42,1083,27333
42,1833,27541
41,2375,34375
208,834,27209
291,959,29250
83,1250,29334
333,1375,28083
41,1875,73208
42,4041,47042
458,3000,32541
42,3167,37291
125,8667,33417
500,16375,82667
83,20000,30417
167,5750,170084
83,2292,74958
84,18625,30334
292,1125,30584
125,2958,26625
166,625,27459
41,792,29333
41,292,27291
167,5625,28166
84,5500,27500
42,6000,27125
0,3250,46583
83,7042,28209
42,1083,41084
42,3000,31292
42,6500,129500
166,10125,45208
125,625,27792
291,1500,28209
84,2208,28125
83,1750,27583
83,625,29750
83,584,26958
84,750,28125
42,375,29666
41,1792,47375
83,417,29833
542,833,28958
166,375,27292
41,625,26750
83,7167,26792
416,2875,27917
84,416,28292
83,708,27792
83,959,29042
84,333,28292
42,333,28375
125,1625,60208
42,1875,35708
958,1084,27917
208,584,29375
84,500,27333
42,750,28459
83,458,28625
125,333,27375
84,416,25750
42,3042,27625
83,1084,29459
125,416,28834
83,1500,29125
84,333,33708
41,1250,43250
42,16708,27292
83,14292,28000
42,6625,51959
41,15625,29167
166,1834,29334
291,667,42333
834,750,28958
42,1333,28458
125,2542,29250
42,291,30417
84,375,29375
83,625,28417
41,334,28792
83,1583,26834
42,458,26125
42,208,30500
83,417,29209
83,375,27750
167,1500,27708
83,3042,33417
750,1125,28417
41,834,36625
375,791,30458
42,2916,32000
125,750,36208
125,250,31084
458,3583,29709
500,3000,104916
42,1708,117916
83,34709,29083
625,15792,30625
41,1209,27208
42,1375,26292
291,542,29666
42,12208,29083
42,1000,27708
83,875,28500
42,416,29542
41,334,28208
83,583,26709
83,334,30250
42,542,64584
42,1333,34375
875,708,26792
416,959,28166
833,10125,72791
292,52833,63917
83,87125,64666
83,125084,63166
84,155583,64208
83,157417,71417
41,160417,63875
41,152334,66250
41,161417,753708
125,755500,30667
417,260125,40959
208,770417,3179333
83,162834,9479250
959,18000,73959
83,40709,63000
41,78042,63583
42,76583,293208
16250,243542,29625
125,256542,26583
667,130417,25791
584,126958,26916
166,120375,27084
166,130167,34084
209,1250,26584
84,3083,29292
708,98000,811542
1000,1083,32750
42,3250,28833
833,2792,32166
125,7042,31792
417,916,34042
375,1916,29792
166,3209,30625
42,4333,30916
375,5750,114208
84,2166,113084
292,39625,39916
125,17209,40250
125,26666,100250
1167,14916,30417
708,10709,28083
500,37458,28666
208,5709,27708
500,26000,26500
875,45084,25709
167,68250,32041
125,86500,31333
125,90208,77125
166,117334,32000
166,127792,77125
375,125292,39250
1042,126458,68625
40709,59500,33292
750,6375,29125
417,27208,78166
458,37250,96625
334,101500,25667
84,65500,163041
416,113292,28208
375,130750,29417
167,131208,140416
541,159000,29375
375,150958,144542
125,186042,292708
125,230792,244291
917,1083,29333
83,1584,26833
42,2541,69000
291,2375,36750
167,4791,36958
125,6291,100042
417,13708,31459
125,20708,29125
125,7375,101125
125,3500,90791
208,18250,34000
208,1125,34542
83,9959,145875
83,458,28084
83,1792,26834
125,1333,26125
125,4834,28917
125,958,29084
83,250,27708
41,500,30708
42,1458,29125
42,417,28125
83,2042,73334
83,1375,76292
125,14959,39625
125,7708,27708
417,708,28250
500,1708,27750
125,1625,50709
125,875,32250
83,3125,31459
84,2458,63000
42,2666,74875
84,4875,103916
42,3667,108416
42,84333,39958
83,78208,75917
417,81167,28000
791,67625,124625
167,3542,49375
208,459,35083
84,4125,87709
42,4125,67708
84,33375,43333
416,22084,86834
42,47208,39250
84,20375,45334
125,31209,90042
83,28500,36833
542,9375,39916
125,17958,38583
125,23000,107416
125,709,29875
83,1042,42125
42,2333,67458
42,1042,89834
41,12750,31458
125,7208,55833
125,10625,40083
541,1917,105125
125,42708,27792
458,16667,152291
333,17917,172500
792,33833,58333
125,18042,95791
167,458,28333
42,666,30917
42,1917,27834
250,1084,30667
42,416,29042
84,1541,28209
83,667,28583
42,375,28250
41,750,29792
41,1875,35792
83,500,61291
84,3166,30125
83,417,27583
125,791,27958
42,1083,27750
41,1417,28250
291,459,54792
41,500,31500
42,2417,28750
84,2416,28583
83,333,27542
42,458,27167
83,583,28417
83,500,28458
84,458,26916
42,625,27208
167,1708,27959
84,3250,27000
791,2292,26792
41,292,37416
42,2583,37125
83,2959,33333
83,542,29125
500,792,50291
166,28250,28125
125,21333,34750
125,40834,94667
250,30250,36125
125,40125,104334
500,1083,29291
83,583,26292
41,959,29750
42,1833,37792
333,2500,27209
84,4458,27708
250,2000,125291
42,11833,29042
42,375,33916
42,2250,33042
125,750,98375
41,834,28750
83,1833,37708
292,2250,62208
42,8167,32250
42,458,27542
125,3459,28500
42,958,28291
125,3083,27750
42,417,28917
83,292,27708
83,333,25167
41,2459,40834
41,9709,25791
125,917,28542
42,2125,27083
83,667,26500
41,2209,28250
41,1542,27375
83,4334,28250
84,1875,28166
83,375,28500
125,333,30083
42,292,29167
83,333,28500
83,667,86583
41,334,53208
42,27250,38333
250,6292,34458
708,500,29250
42,1916,47167
83,3458,29584
83,542,27875
84,583,28208
42,458,28333
83,250,27125
42,458,27500
83,542,27167
83,458,27459
42,750,28792
41,584,28459
83,417,27958
167,958,27709
41,334,26625
917,1500,58250
167,875,37291
41,2709,28834
500,750,29041
83,459,28792
42,541,27792
42,333,28875
83,750,27750
84,1250,27375
41,709,26542
41,667,27541
125,2333,35417
208,2375,39459
42,4292,27958
41,375,27375
125,2750,28292
125,625,28666
42,2791,27709
42,583,29333
41,2959,31958
83,1542,29166
41,2000,27708
41,625,27250
83,2709,27125
125,2042,37291
42,875,38958
584,9958,29666
83,1334,33875
0,4458,36875
84,9208,36708
42,5541,33000
41,10250,36250
125,2042,34958
125,1000,34917
42,333,42084
42,1250,96375
42,2792,44792
125,2125,97291
42,5208,27667
83,14667,28333
42,13000,34250
42,18792,28542
41,709,112834
41,34334,81541
458,1167,71375
208,625,30208
42,10208,32958
41,11167,65833
584,3875,43584
84,2625,52875
42,750,64791
42,1833,28625
42,1291,27667
42,1000,29208
83,1042,29958
84,416,30125
83,333,27584
83,500,29542
83,334,29125
84,333,28583
83,250,27583
125,541,28042
42,583,29209
83,667,39833
83,4459,27542
42,875,28541
83,1083,30292
125,458,28375
41,584,52334
84,2083,35000
666,500,29958
125,875,31625
84,1333,28166
84,458,28875
83,375,28167
83,1667,27584
125,500,31250
291,1084,42666
166,417,29208
83,375,31583
42,417,28708
42,375,28917
84,791,29334
42,583,28041
42,333,29208
208,875,27417
417,792,27791
209,3791,48708
375,1916,27875
167,5458,37333
375,1542,28333
42,1292,28333
42,3083,27625
41,1209,47917
42,500,29083
41,375,29459
42,791,28250
41,375,27042
83,292,28208
84,666,87458
41,459,95709
166,16417,31333
541,500,24750
250,750,28584
42,1958,33208
83,792,30416
83,875,31083
41,250,29167
83,250,28750
84,208,29291
42,250,30166
83,209,31125
125,375,29875
42,1208,29208
84,541,27292
41,417,26500
209,1250,28333
84,3291,27459
41,667,28042
84,250,28916
42,916,29125
42,792,27375
41,542,28917
42,9125,26500
167,18500,29208
41,4292,26417
84,9166,29625
125,3167,100250
42,1708,71125
125,625,26375
83,375,25583
84,333,28625
83,417,26166
42,1083,25792
41,334,26584
83,1125,61500
42,833,27833
42,1500,27041
41,209,26792
167,291,26584
125,625,26167
125,416,26750
291,2084,27042
834,3041,36208
125,9958,56833
42,5125,77666
375,4000,97000
42,35375,53833
334,52708,29375
83,54500,31875
42,55292,151083
84,43708,53500
42,23208,63458
83,4167,95583
209,9583,115125
958,2667,36333
458,917,32417
41,1250,31667
41,1042,28000
833,1209,36000
83,1500,65625
125,46500,28500
84,625,30708
167,1042,54625
1250,4750,27500
250,1542,79958
83,5208,29750
458,6917,26292
2000,59000,80084
1208,103042,41041
375,1125,34583
208,234042,166042
208,143042,105833
541,65375,32292
542,42667,80125
125,29959,35084
250,10833,176708
459,8750,183417
167,52833,33667
125,60708,95000
166,68625,64375
667,1125,30791
42,1583,44333
83,959,36791
42,875,95333
41,2209,32625
417,1916,31833
209,7583,28625
84,6250,29125
125,7417,68958
333,15334,66250
125,10500,33458
42,20333,56333
13834,27333,29291
4666,834,33791
41,1792,29417
42,291,46209
42,667,26333
209,1250,40042
83,750,27459
84,750,27959
125,1625,28000
83,1584,28083
83,1375,28541
41,2250,27333
83,2000,28083
84,1958,27125
209,625,26833
42,1000,27750
41,584,27291
41,917,31125
84,1291,28375
83,584,27333
42,583,29083
83,417,27125
83,625,28375
41,375,27750
84,666,27708
84,541,27208
84,333,27708
208,2959,29416
667,4333,48875
0,1083,108583
125,10291,49208
125,1666,37500
166,584,92459
83,2542,27416
166,792,28542
83,333,27875
84,958,29625
83,458,27417
83,500,26583
42,625,28417
208,792,28792
583,4417,26542
125,4500,30542
667,19875,31000
708,1250,28666
250,3750,27208
42,1666,73583
458,3834,30166
125,5625,28417
333,2292,28666
83,3875,31584
42,3916,29125
41,1292,27125
667,5125,29208
41,917,26375
42,875,27083
83,334,28334
83,16667,28625
41,18167,27083
42,14458,40625
42,9166,45042
42,3500,29750
83,250,62042
42,2125,66458
42,22708,32750
83,22667,28291
667,500,21625
83,583,26042
83,958,27125
41,2500,28667
42,375,30209
84,583,29208
42,208,27708
41,792,28250
